ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
408	"ENSMUSG00000058586"	"Serhl"	chr15	+	83101643	83101985	83101643	83101793	83101871	83101985	408	14,3,10	111,111,113	5,8,10	95,88,96	178	100	0.750075034306	1.0	0.066,0.015,0.047	0.029,0.049,0.055	-0.002
411	"ENSMUSG00000090266"	"Mettl23"	chr11	+	116848900	116849300	116848900	116849138	116849215	116849300	411	41,36,39	113,109,114	31,37,43	100,109,83	177	100	0.588724313002	1.0	0.17,0.157,0.162	0.149,0.161,0.226	-0.016
413	"ENSMUSG00000061410"	"Zcchc14"	chr8	-	121609079	121609315	121609079	121609134	121609220	121609315	413	9,13,13	43,48,50	9,6,14	50,38,49	186	100	0.547295149662	1.0	0.101,0.127,0.123	0.088,0.078,0.133	0.017
414	"ENSMUSG00000027318"	"Adam33"	chr2	-	131053917	131054361	131053917	131054113	131054271	131054361	414	18,13,10	3,6,1	10,10,34	4,3,4	258	100	0.967083061701	1.0	0.699,0.456,0.795	0.492,0.564,0.767	0.042
416	"ENSMUSG00000027318"	"Adam33"	chr2	-	131056464	131056792	131056464	131056541	131056713	131056792	416	26,22,22	9,4,5	16,14,19	6,6,1	272	100	0.947724930434	1.0	0.515,0.669,0.618	0.495,0.462,0.875	-0.01
419	"ENSMUSG00000027318"	"Adam33"	chr2	-	131053041	131053588	131053041	131053150	131053389	131053588	419	29,25,33	0,1,0	29,31,33	0,0,0	339	100	1	1.0	1.0,0.881,1.0	1.0,1.0,1.0	-0.04
41	"ENSMUSG00000042272"	"Sestd1"	chr2	-	77198288	77199060	77198288	77198403	77198865	77199060	41	36,27,45	74,90,90	29,30,41	82,88,69	562	100	0.940196113979	1.0	0.08,0.051,0.082	0.059,0.057,0.096	0.0
421	"ENSMUSG00000027318"	"Adam33"	chr2	-	131053684	131054361	131053684	131053793	131054205	131054361	421	29,23,31	0,1,0	28,26,62	0,0,1	512	100	1	1.0	1.0,0.818,1.0	1.0,1.0,0.924	-0.035
422	"ENSMUSG00000027318"	"Adam33"	chr2	-	131053041	131053588	131053041	131053150	131053222	131053588	422	15,14,17	9,7,10	15,16,16	10,10,5	172	100	0.847753348977	1.0	0.492,0.538,0.497	0.466,0.482,0.65	-0.024
423	"ENSMUSG00000040940"	"Arhgef1"	chr7	+	24924795	24925062	24924795	24924883	24924975	24925062	423	5,9,5	333,378,380	4,5,7	346,309,336	192	100	1	1.0	0.008,0.012,0.007	0.006,0.008,0.011	0.001
425	"ENSMUSG00000040940"	"Arhgef1"	chr7	+	24918519	24919351	24918519	24918531	24919183	24919351	425	1147,1163,1167	2,2,2	923,976,1049	0,0,5	752	100	1	1.0	0.987,0.987,0.987	1.0,1.0,0.965	-0.001
426	"ENSMUSG00000040940"	"Arhgef1"	chr7	+	24923658	24923970	24923658	24923734	24923802	24923970	426	5,17,9	271,291,260	15,17,7	309,289,290	168	100	0.524171668546	1.0	0.011,0.034,0.02	0.028,0.034,0.014	-0.004
427	"ENSMUSG00000025731"	"0610011F06Rik"	chr17	+	25876660	25877169	25876660	25876739	25876949	25877169	427	284,292,283	133,171,109	311,283,329	141,142,155	310	100	0.980570197532	1.0	0.408,0.355,0.456	0.416,0.391,0.406	0.002
42	"ENSMUSG00000002007"	"Srpk3"	chrX	+	73778104	73778346	73778104	73778174	73778253	73778346	42	20,23,12	11,5,5	18,22,15	8,10,7	179	100	0.572417583167	1.0	0.504,0.72,0.573	0.557,0.551,0.545	0.048
430	"ENSMUSG00000059796"	"Eif4a1"	chr11	-	69668195	69668753	69668195	69668548	69668643	69668753	430	68,79,78	699,701,766	69,63,81	690,640,671	195	100	0.874065647578	1.0	0.048,0.055,0.05	0.049,0.048,0.058	-0.001
431	"ENSMUSG00000059796"	"Eif4a1"	chr11	-	69667694	69668111	69667694	69667774	69668021	69668111	431	118,137,110	860,903,871	153,130,108	929,887,894	347	100	0.749438779285	1.0	0.038,0.042,0.035	0.045,0.041,0.034	-0.002
43	"ENSMUSG00000060397"	"Zfp128"	chr7	+	12884642	12885118	12884642	12884769	12885022	12885118	43	1,0,6	18,24,13	1,2,1	15,14,11	353	100	0.669575685238	1.0	0.015,0.0,0.116	0.019,0.039,0.025	0.016
440	"ENSMUSG00000002346"	"Slc25a42"	chr8	-	70184339	70186776	70184339	70185225	70185291	70186776	440	22,13,22	0,0,0	24,18,9	0,1,0	166	100	1	1.0	1.0,1.0,1.0	1.0,0.916,1.0	0.028
442	"ENSMUSG00000005373"	"Mlxipl"	chr5	+	135133753	135134121	135133753	135133873	135133953	135134121	442	15,20,20	5,8,3	27,23,22	10,9,4	180	100	0.779115544795	1.0	0.625,0.581,0.787	0.6,0.587,0.753	0.018
445	"ENSMUSG00000005373"	"Mlxipl"	chr5	+	135133753	135134121	135133753	135133873	135133946	135134121	445	15,19,20	1,0,1	27,21,21	1,2,2	173	100	1	1.0	0.897,1.0,0.92	0.94,0.859,0.859	0.053
449	"ENSMUSG00000019368"	"Sec14l4"	chr11	+	4043286	4043759	4043286	4043370	4043652	4043759	449	0,2,0	1,2,0	3,3,2	0,3,2	382	100	1	1.0	0.0,0.207,NA	1.0,0.207,0.207	-0.368
44	"ENSMUSG00000025207"	"Sema4g"	chr19	+	45001167	45003397	45001167	45002218	45002346	45003397	44	94,132,115	38,38,43	88,100,84	28,39,35	228	100	0.706385575019	1.0	0.52,0.604,0.54	0.58,0.529,0.513	0.014
450	"ENSMUSG00000007880"	"Arid1a"	chr4	-	133695571	133696156	133695571	133695661	133695915	133696156	450	12,11,17	113,134,130	8,7,17	106,114,123	354	100	0.578527570018	1.0	0.029,0.023,0.036	0.021,0.017,0.038	0.004
457	"ENSMUSG00000025792"	"Slc25a10"	chr11	+	120497013	120497461	120497013	120497106	120497383	120497461	457	116,98,121	97,77,91	115,104,115	100,103,80	377	100	0.636165700663	1.0	0.241,0.252,0.261	0.234,0.211,0.276	0.011
458	"ENSMUSG00000057738"	"Spna2"	chr2	+	30029619	30030196	30029619	30029674	30029999	30030196	458	226,262,229	1335,1380,1318	201,188,195	1041,1034,1099	425	100	0.752801367027	1.0	0.038,0.043,0.039	0.043,0.041,0.04	-0.001
461	"ENSMUSG00000040549"	"Ckap5"	chr2	+	91559048	91560911	91559048	91559162	91560806	91560911	461	3,1,4	63,96,92	4,3,3	64,54,50	1744	100	1	1.0	0.003,0.001,0.002	0.004,0.003,0.003	-0.001
464	"ENSMUSG00000022756"	"Slc7a4"	chr16	-	17573945	17574586	17573945	17573997	17574473	17574586	464	200,188,210	0,0,1	196,219,179	0,0,0	576	100	1	1.0	1.0,1.0,0.973	1.0,1.0,1.0	-0.009
465	"ENSMUSG00000078122"	"F630028O10Rik"	chrX	+	96240412	96243636	96240412	96240513	96241037	96243636	465	5,4,1	0,0,1	6,2,7	0,1,0	624	100	1	1.0	1.0,1.0,0.138	1.0,0.243,1.0	-0.035
466	"ENSMUSG00000035900"	"Gramd4"	chr15	+	86132814	86133759	86132814	86132908	86133674	86133759	466	100,53,68	80,84,98	62,59,59	71,61,78	866	100	0.914239849	1.0	0.126,0.068,0.074	0.092,0.1,0.08	-0.001
467	"ENSMUSG00000019927"	"Ube2d1"	chr10	-	71259741	71262115	71259741	71259819	71262083	71262115	467	213,224,201	139,113,111	154,161,181	84,89,90	2364	100	0.627431182199	1.0	0.061,0.077,0.071	0.072,0.071,0.078	-0.004
46	"ENSMUSG00000029209"	"Gnpda2"	chr5	-	69579507	69582293	69579507	69579686	69582229	69582293	46	157,202,180	2,1,0	165,144,142	0,0,0	2643	100	0.84847487121	1.0	0.748,0.884,1.0	1.0,1.0,1.0	-0.123
473	"ENSMUSG00000002395"	"Use1"	chr8	+	71367643	71367848	71367643	71367693	71367769	71367848	473	68,71,79	650,648,699	88,59,73	640,648,622	176	100	0.701365726568	1.0	0.056,0.059,0.06	0.072,0.049,0.063	-0.003
474	"ENSMUSG00000031146"	"Plp2"	chrX	-	7669414	7669758	7669414	7669510	7669602	7669758	474	6,10,6	172,169,169	7,6,11	183,171,181	192	100	0.893197363179	1.0	0.018,0.03,0.018	0.02,0.018,0.031	-0.001
476	"ENSMUSG00000022160"	"Mettl3"	chr14	-	52299700	52300105	52299700	52299819	52300033	52300105	476	243,224,202	0,0,0	220,220,182	2,0,0	314	100	1	1.0	1.0,1.0,1.0	0.972,1.0,1.0	0.009
47	"ENSMUSG00000031256"	"Cstf2"	chrX	+	134069844	134073277	134069844	134069907	134073213	134073277	47	236,211,183	14,5,5	183,193,166	7,7,8	3406	100	0.775063896344	1.0	0.331,0.553,0.518	0.434,0.447,0.379	0.047
482	"ENSMUSG00000029510"	"Gpc2"	chr5	-	138275928	138276338	138275928	138276075	138276207	138276338	482	62,60,68	52,77,60	54,59,71	66,58,68	232	100	0.759900504649	1.0	0.339,0.251,0.328	0.261,0.305,0.31	0.014
483	"ENSMUSG00000029510"	"Gpc2"	chr5	-	138275928	138276338	138275928	138276075	138276185	138276338	483	54,51,58	0,0,1	46,51,60	0,0,1	210	100	1	1.0	1.0,1.0,0.965	1.0,1.0,0.966	-0.0
485	"ENSMUSG00000029510"	"Gpc2"	chr5	-	138275928	138277487	138275928	138276338	138276583	138277487	485	19,14,14	92,140,105	12,17,9	97,73,94	345	100	0.963188130071	1.0	0.056,0.028,0.037	0.035,0.063,0.027	-0.001
487	"ENSMUSG00000022561"	"Gpaa1"	chr15	+	76332902	76333373	76332902	76333099	76333176	76333373	487	53,60,59	90,91,111	57,63,57	101,104,92	177	100	0.947243994299	1.0	0.25,0.271,0.231	0.242,0.255,0.259	-0.001
490	"ENSMUSG00000079109"	"Pms2"	chr5	+	143928098	143929042	143928098	143928266	143928941	143929042	490	27,16,27	32,17,32	11,20,22	15,15,25	775	100	0.743078195699	1.0	0.098,0.108,0.098	0.086,0.147,0.102	-0.01
491	"ENSMUSG00000079491"	"H2-T10"	chr17	-	36120184	36120432	36120184	36120290	36120301	36120432	491	1,0,1	1,0,2	5,1,6	1,0,0	111	100	1	1.0	0.474,NA,0.311	0.818,1.0,1.0	-0.547
493	"ENSMUSG00000005882"	"Uqcc"	chr2	-	155910356	155911836	155910356	155910464	155911740	155911836	493	41,29,42	190,190,168	30,26,31	150,151,149	1376	100	0.751476295853	1.0	0.015,0.011,0.018	0.014,0.012,0.015	0.001
494	"ENSMUSG00000005882"	"Uqcc"	chr2	-	155910356	155911836	155910356	155910467	155911740	155911836	494	40,28,41	9,11,8	28,25,30	10,10,6	1373	100	0.524708382684	1.0	0.245,0.156,0.272	0.169,0.154,0.267	0.028
495	"ENSMUSG00000036438"	"Calm2"	chr17	-	87435603	87435934	87435603	87435710	87435790	87435934	495	321,274,321	7021,7146,7237	221,238,243	5681,5834,5748	180	100	0.629659262882	1.0	0.025,0.021,0.024	0.021,0.022,0.023	0.001
496	"ENSMUSG00000029775"	"Klhdc10"	chr6	+	30447940	30449630	30447940	30447988	30449490	30449630	496	80,114,109	111,112,107	84,118,98	110,104,112	1602	100	0.997440478255	1.0	0.043,0.06,0.06	0.045,0.066,0.052	-0.0
498	"ENSMUSG00000024054"	"Smchd1"	chr17	-	71358136	71358457	71358136	71358207	71358347	71358457	498	2,1,0	54,63,85	1,1,0	52,54,50	240	100	1	1.0	0.015,0.007,0.0	0.008,0.008,0.0	0.002
49	"ENSMUSG00000038084"	"Opa1"	chr16	+	29614125	29615164	29614125	29614198	29615048	29615164	49	38,44,29	55,62,73	35,44,35	67,63,69	950	100	0.926909866423	1.0	0.068,0.07,0.04	0.052,0.068,0.051	0.002
500	"ENSMUSG00000007038"	"Neu1"	chr17	+	34932565	34934185	34932565	34932828	34934002	34934185	500	335,328,333	120,116,111	334,327,343	118,126,113	1274	100	0.869673474157	1.0	0.18,0.182,0.191	0.182,0.169,0.192	0.003
501	"ENSMUSG00000008028"	"1700008O03Rik"	chr7	-	44362651	44363015	44362651	44362772	44362942	44363015	501	3,0,3	0,0,2	8,4,4	0,0,0	270	100	1	1.0	1.0,NA,0.357	1.0,1.0,1.0	-0.322
503	"ENSMUSG00000008373"	"Prpf31"	chr7	+	3634692	3636358	3634692	3634862	3636200	3636358	503	61,82,37	106,96,97	71,53,44	86,99,108	1438	100	0.813827506501	1.0	0.038,0.056,0.026	0.054,0.036,0.028	0.001
506	"ENSMUSG00000031311"	"Nono"	chrX	+	101444687	101445334	101444687	101444790	101445294	101445334	506	141,124,143	487,517,535	99,124,134	487,461,493	604	100	0.553310462599	1.0	0.046,0.038,0.042	0.033,0.043,0.043	0.002
507	"ENSMUSG00000026177"	"Slc11a1"	chr1	+	74379782	74380267	74379782	74379889	74380196	74380267	507	1,7,1	5,8,7	6,1,0	8,3,5	407	100	0.78918519027	1.0	0.047,0.177,0.034	0.156,0.076,0.0	0.009
508	"ENSMUSG00000026177"	"Slc11a1"	chr1	+	74383624	74384173	74383624	74383744	74384023	74384173	508	13,9,15	6,4,7	22,10,16	11,8,5	379	100	0.785462692457	1.0	0.364,0.373,0.361	0.345,0.248,0.458	0.016
50	"ENSMUSG00000026785"	"Pkn3"	chr2	+	30079925	30080686	30079925	30080071	30080574	30080686	50	17,26,13	1,3,2	28,24,19	3,1,2	603	100	0.690635435568	1.0	0.738,0.59,0.519	0.608,0.799,0.612	-0.057
510	"ENSMUSG00000068917"	"Clk2"	chr3	+	89168694	89170115	89168694	89168923	89169614	89170115	510	267,271,268	107,94,83	258,280,257	94,87,91	791	100	0.833802169295	1.0	0.24,0.267,0.29	0.258,0.289,0.263	-0.004
511	"ENSMUSG00000068917"	"Clk2"	chr3	+	89168694	89170115	89168694	89168923	89170048	89170115	511	569,599,558	8,10,8	496,529,544	6,15,7	1225	100	0.626228207218	1.0	0.853,0.83,0.851	0.871,0.742,0.864	0.019
514	"ENSMUSG00000048617"	"Rtbdn"	chr8	+	84949881	84950676	84949881	84949956	84950501	84950676	514	16,23,16	0,0,0	12,10,8	0,0,1	645	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.554	0.149
515	"ENSMUSG00000033769"	"Exoc6b"	chr6	-	84854700	84855546	84854700	84854798	84855474	84855546	515	0,4,1	69,76,62	3,0,2	37,42,51	776	100	1	1.0	0.0,0.007,0.002	0.01,0.0,0.005	-0.002
516	"ENSMUSG00000033769"	"Exoc6b"	chr6	-	85003047	85003285	85003047	85003093	85003194	85003285	516	0,3,1	92,86,91	1,0,1	59,88,86	201	100	1	1.0	0.0,0.017,0.005	0.008,0.0,0.006	0.003
518	"ENSMUSG00000042810"	"Krba1"	chr6	+	48413362	48414151	48413362	48413503	48414055	48414151	518	95,107,137	80,84,57	108,109,119	86,58,81	652	100	0.90297479978	1.0	0.154,0.163,0.269	0.162,0.224,0.184	0.005
520	"ENSMUSG00000028975"	"Pex14"	chr4	-	148967523	148970635	148967523	148967626	148970549	148970635	520	84,76,68	158,161,131	78,77,69	150,142,142	3023	100	0.936467598039	1.0	0.017,0.015,0.017	0.017,0.018,0.016	-0.001
524	"ENSMUSG00000051579"	"Tceal8"	chrX	-	136171419	136171705	136171419	136171521	136171635	136171705	524	25,21,17	2,0,0	25,31,22	0,0,0	214	100	1	1.0	0.854,1.0,1.0	1.0,1.0,1.0	-0.049
526	"ENSMUSG00000036820"	"Amdhd2"	chr17	-	24157739	24158062	24157739	24157847	24157917	24158062	526	2,3,13	119,128,99	7,8,5	125,125,130	170	100	0.708580827402	1.0	0.01,0.014,0.072	0.032,0.036,0.022	0.002
529	"ENSMUSG00000027406"	"Idh3b"	chr2	-	130283937	130284248	130283937	130284036	130284170	130284248	529	110,120,98	782,816,833	110,109,113	836,827,842	234	100	0.896443551181	1.0	0.057,0.059,0.048	0.053,0.053,0.054	0.001
52	"ENSMUSG00000090077"	"Lime1"	chr2	+	181382486	181382703	181382486	181382544	181382615	181382703	52	57,57,49	213,205,190	51,48,49	172,211,197	171	100	0.750883666436	1.0	0.135,0.14,0.131	0.148,0.117,0.127	0.005
531	"ENSMUSG00000019338"	"Zfp687"	chr3	-	95006831	95008213	95006831	95007966	95008071	95008213	531	3,2,2	72,67,69	2,2,2	73,88,82	205	100	0.617883207217	1.0	0.02,0.014,0.014	0.013,0.011,0.012	0.004
534	"ENSMUSG00000040263"	"Klhdc4"	chr8	-	121796917	121798236	121796917	121797028	121797833	121798236	534	111,119,127	68,62,57	97,96,115	52,52,58	905	100	0.967568399559	1.0	0.153,0.175,0.198	0.171,0.169,0.18	0.002
538	"ENSMUSG00000056724"	"Nbeal2"	chr9	-	110628393	110628749	110628393	110628503	110628618	110628749	538	46,41,48	39,36,30	37,65,39	33,34,38	215	100	0.917572689495	1.0	0.354,0.346,0.427	0.343,0.471,0.323	-0.003
53	"ENSMUSG00000026925"	"Inpp5e"	chr2	-	26399232	26399574	26399232	26399348	26399412	26399574	53	127,106,101	82,81,78	95,77,82	68,63,67	164	100	0.60817945715	1.0	0.486,0.444,0.441	0.46,0.427,0.427	0.019
541	"ENSMUSG00000030058"	"Copg"	chr6	+	87908535	87909802	87908535	87908633	87909663	87909802	541	75,56,63	537,560,558	58,41,65	421,448,484	1130	100	0.864923765684	1.0	0.012,0.009,0.01	0.012,0.008,0.012	-0.0
549	"ENSMUSG00000025372"	"Baiap2"	chr11	+	120000551	120002621	120000551	120000586	120001073	120002621	549	79,50,56	19,8,11	91,118,132	17,24,26	587	100	0.886388432742	1.0	0.415,0.516,0.464	0.477,0.456,0.464	-0.001
54	"ENSMUSG00000066150"	"Slc31a1"	chr4	+	62387866	62391769	62387866	62388035	62388597	62391769	54	18,22,29	152,151,142	21,30,34	193,173,181	662	100	0.985823833063	1.0	0.018,0.022,0.03	0.016,0.026,0.028	0.0
552	"ENSMUSG00000053841"	"Txlna"	chr4	-	129631279	129631710	129631279	129631354	129631590	129631710	552	117,100,133	102,127,118	101,130,79	98,111,100	336	100	0.934838997718	1.0	0.255,0.19,0.251	0.235,0.258,0.19	0.004
553	"ENSMUSG00000035697"	"Hmha1"	chr10	+	80022076	80022355	80022076	80022187	80022274	80022355	553	7,8,4	19,18,10	3,7,11	15,18,9	187	100	0.743549063419	1.0	0.165,0.192,0.176	0.097,0.172,0.395	-0.044
554	"ENSMUSG00000035697"	"Hmha1"	chr10	+	80021545	80021859	80021545	80021683	80021794	80021859	554	5,11,1	7,9,9	5,7,2	7,9,8	211	100	0.933999344451	1.0	0.253,0.367,0.05	0.253,0.269,0.106	0.014
556	"ENSMUSG00000015536"	"Mocs2"	chr13	+	114825210	114826281	114825210	114825265	114826157	114826281	556	365,317,360	1,8,4	363,330,353	2,5,7	992	100	0.899674383175	1.0	0.974,0.8,0.901	0.948,0.869,0.836	0.007
557	"ENSMUSG00000015536"	"Mocs2"	chr13	+	114825210	114826281	114825210	114825361	114826157	114826281	557	224,191,210	213,233,237	223,218,222	229,251,206	896	100	0.619483647184	1.0	0.105,0.084,0.09	0.098,0.088,0.107	-0.005
561	"ENSMUSG00000028680"	"Plk3"	chr4	-	117129959	117130405	117129959	117130089	117130242	117130405	561	10,9,11	25,19,7	11,13,7	12,14,17	253	100	0.72047439341	1.0	0.137,0.158,0.383	0.266,0.268,0.14	0.001
563	"ENSMUSG00000001588"	"Acap1"	chr11	-	69884321	69884680	69884321	69884491	69884585	69884680	563	0,0,0	0,2,2	3,0,4	2,0,7	194	100	1	1.0	NA,0.0,0.0	0.436,NA,0.228	-0.332
568	"ENSMUSG00000027889"	"Ampd2"	chr3	-	108080266	108080774	108080266	108080335	108080643	108080774	568	95,64,100	94,58,65	74,85,90	74,76,70	408	100	0.723195340561	1.0	0.199,0.213,0.274	0.197,0.215,0.24	0.011
569	"ENSMUSG00000027889"	"Ampd2"	chr3	-	108079184	108079773	108079184	108079326	108079586	108079773	569	133,146,165	63,72,61	146,95,165	59,67,56	360	100	0.857204931945	1.0	0.37,0.36,0.429	0.407,0.283,0.45	0.006
571	"ENSMUSG00000022580"	"Rhpn1"	chr15	+	75711790	75712451	75711790	75711898	75712291	75712451	571	298,300,284	3,0,1	300,296,299	0,3,2	493	100	0.639461512271	1.0	0.953,1.0,0.983	1.0,0.952,0.968	0.005
573	"ENSMUSG00000073702"	"Rpl31"	chr1	+	39367850	39368255	39367850	39367934	39368148	39368255	573	73,73,64	1028,1008,1047	51,74,81	1034,992,978	314	100	1	1.0	0.022,0.023,0.019	0.015,0.023,0.026	0.0
576	"ENSMUSG00000023393"	"Slc17a9"	chr2	+	180731879	180732572	180731879	180732007	180732432	180732572	576	5,11,0	0,0,0	9,7,8	0,2,0	525	100	1	1.0	1.0,1.0,NA	1.0,0.4,1.0	0.2
577	"ENSMUSG00000037339"	"Fam53a"	chr5	-	33600355	33608227	33600355	33600880	33607463	33608227	577	794,676,775	85,86,77	676,690,696	84,64,84	6683	100	0.904978142812	1.0	0.123,0.105,0.131	0.107,0.139,0.11	0.001
578	"ENSMUSG00000003271"	"Sult2b1"	chr7	-	45742053	45742483	45742053	45742196	45742310	45742483	578	4,1,3	0,0,2	3,0,4	0,0,1	214	100	1	1.0	1.0,1.0,0.412	1.0,NA,0.651	-0.022
588	"ENSMUSG00000035086"	"Becn1"	chr11	-	101295533	101296316	101295533	101295624	101296193	101296316	588	242,211,253	0,2,1	224,242,221	0,0,1	669	100	0.615255142877	1.0	1.0,0.94,0.974	1.0,1.0,0.971	-0.019
589	"ENSMUSG00000035086"	"Becn1"	chr11	-	101294000	101295164	101294000	101294147	101294969	101295164	589	234,276,274	406,370,359	257,215,275	351,352,362	922	100	0.916102484233	1.0	0.059,0.075,0.076	0.074,0.062,0.076	-0.001
58	"ENSMUSG00000062729"	"Ppox"	chr1	-	171278134	171279313	171278134	171278195	171279122	171279313	58	694,720,686	65,74,62	634,653,618	55,63,63	1027	100	0.961536761604	1.0	0.51,0.486,0.519	0.529,0.502,0.489	-0.002
593	"ENSMUSG00000035086"	"Becn1"	chr11	-	101294000	101295164	101294000	101294147	101294965	101295164	593	224,265,260	1,8,3	249,203,262	2,4,3	918	100	0.700791776884	1.0	0.961,0.783,0.904	0.931,0.847,0.905	-0.012
594	"ENSMUSG00000036775"	"Decr2"	chr17	-	26083844	26084135	26083844	26083938	26084010	26084135	594	27,19,27	106,115,126	23,20,20	101,113,113	172	100	0.659350102188	1.0	0.129,0.088,0.111	0.117,0.093,0.093	0.008
595	"ENSMUSG00000026532"	"Spna1"	chr1	+	174229241	174230788	174229241	174229340	174230625	174230788	595	0,0,0	0,0,2	2,5,2	8,5,10	1385	100	1	1.0	NA,NA,0.0	0.018,0.067,0.014	-0.033
600	"ENSMUSG00000004071"	"Cdip1"	chr16	-	4768744	4769795	4768744	4769018	4769639	4769795	600	419,437,422	373,434,392	436,470,418	383,402,384	721	100	0.559720903048	1.0	0.135,0.123,0.13	0.136,0.14,0.131	-0.006
603	"ENSMUSG00000012123"	"Aim1l"	chr4	+	134089271	134091236	134089271	134089395	134091077	134091236	603	3,2,1	0,1,2	0,8,4	0,0,0	1782	100	1	1.0	1.0,0.101,0.027	NA,1.0,1.0	-0.624
605	"ENSMUSG00000001909"	"Trmt1"	chr8	+	84699340	84699786	84699340	84699470	84699602	84699786	605	14,12,27	83,96,104	25,12,17	92,91,83	232	100	0.722832415776	1.0	0.068,0.051,0.101	0.105,0.054,0.081	-0.007
606	"ENSMUSG00000001909"	"Trmt1"	chr8	+	84690516	84690947	84690516	84690572	84690772	84690947	606	200,161,171	3,0,4	137,131,106	4,1,0	300	100	0.738764166402	1.0	0.957,1.0,0.934	0.919,0.978,1.0	-0.002
60	"ENSMUSG00000015094"	"Npdc1"	chr2	+	25408606	25409001	25408606	25408686	25408904	25409001	60	152,145,125	455,423,406	102,162,155	454,419,416	318	100	0.898413058894	1.0	0.095,0.097,0.088	0.066,0.108,0.105	0.0
613	"ENSMUSG00000028821"	"Syf2"	chr4	+	134934931	134935464	134934931	134935049	134935373	134935464	613	88,83,72	434,405,425	74,67,54	372,339,384	424	100	0.56250495697	1.0	0.046,0.046,0.038	0.045,0.045,0.032	0.003
614	"ENSMUSG00000026825"	"Dnm1"	chr2	-	32308470	32310487	32308470	32309064	32310450	32310487	614	4596,4397,4522	406,422,400	3576,3444,3651	348,338,336	1486	100	0.571555205577	1.0	0.432,0.412,0.432	0.409,0.407,0.422	0.013
61	"ENSMUSG00000000223"	"Drp2"	chrX	+	134440334	134441386	134440334	134440420	134441228	134441386	61	1211,1169,1184	216,239,183	966,848,896	139,167,156	908	100	0.670627494322	1.0	0.382,0.35,0.416	0.434,0.359,0.387	-0.011
622	"ENSMUSG00000027366"	"Sppl2a"	chr2	-	126919638	126920414	126919638	126919740	126920317	126920414	622	0,5,11	215,252,282	5,9,5	243,198,203	677	100	1	1.0	0.0,0.003,0.006	0.003,0.007,0.004	-0.002
627	"ENSMUSG00000011832"	"Evi5l"	chr8	+	4206055	4206327	4206055	4206151	4206231	4206327	627	22,26,21	101,103,113	27,23,17	120,95,101	180	100	0.895259839594	1.0	0.108,0.123,0.094	0.111,0.119,0.086	0.003
628	"ENSMUSG00000034793"	"G6pc3"	chr11	+	102192748	102193226	102192748	102192867	102193084	102193226	628	18,17,22	262,224,219	18,15,16	212,225,219	317	100	0.701362886212	1.0	0.021,0.023,0.031	0.026,0.021,0.023	0.002
630	"ENSMUSG00000027615"	"Hps3"	chr3	-	20030313	20030805	20030313	20030409	20030558	20030805	630	90,89,82	1,3,0	74,60,75	0,2,3	249	100	0.528355983373	1.0	0.973,0.923,1.0	1.0,0.923,0.909	0.021
631	"ENSMUSG00000027615"	"Hps3"	chr3	-	20028959	20029318	20028959	20029045	20029146	20029318	631	3,4,0	50,42,25	2,0,3	31,27,41	201	100	0.62733900912	1.0	0.029,0.045,0.0	0.031,0.0,0.035	0.003
634	"ENSMUSG00000047021"	"Ccdc108"	chr1	-	74922927	74925167	74922927	74923065	74924792	74925167	634	2,2,0	0,0,0	37,25,33	0,2,1	1827	100	1	1.0	1.0,1.0,NA	1.0,0.406,0.644	0.317
636	"ENSMUSG00000040040"	"Ift88"	chr14	+	57479896	57481511	57479896	57480005	57481395	57481511	636	61,71,54	0,0,1	64,61,82	2,0,1	1490	100	0.776251049281	1.0	1.0,1.0,0.784	0.682,1.0,0.846	0.085
645	"ENSMUSG00000052921"	"Arhgef15"	chr11	-	68946983	68947396	68946983	68947136	68947235	68947396	645	2,1,4	8,7,17	2,4,3	20,16,13	199	100	0.925904766937	1.0	0.112,0.067,0.106	0.048,0.112,0.104	0.007
646	"ENSMUSG00000032359"	"Ctsh"	chr9	+	90067026	90068473	90067026	90067108	90068404	90068473	646	153,99,154	389,387,355	157,168,157	460,425,497	1396	100	0.891488900915	1.0	0.027,0.018,0.03	0.024,0.028,0.022	0.0
652	"ENSMUSG00000003778"	"Brd8"	chr18	-	34608417	34609949	34608417	34608627	34609804	34609949	652	392,321,322	105,100,79	289,342,320	85,79,76	1277	100	0.529177234143	1.0	0.226,0.201,0.242	0.21,0.253,0.248	-0.014
653	"ENSMUSG00000034908"	"Sidt2"	chr9	-	45945143	45945359	45945143	45945210	45945285	45945359	653	13,10,5	178,190,201	6,7,9	150,168,156	175	100	0.808063604935	1.0	0.04,0.029,0.014	0.022,0.023,0.032	0.002
654	"ENSMUSG00000026577"	"Blzf1"	chr1	-	164307146	164307489	164307146	164307354	164307441	164307489	654	11,9,18	2,0,0	8,15,9	0,0,1	187	100	1	1.0	0.746,1.0,1.0	1.0,1.0,0.828	-0.027
