chr	strand	mstarts	mends
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chr17	-	NA	NA
chr17	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	-	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chrX	+	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
chr10	+	NA	NA
chr10	-	NA	NA
chr10	-	NA	NA
